Index,Year,Weight,Place,Wrestler,School,Seed,Placement-Seed Delta,Eligibility Year,Progression Eligible,AAs
725,2009,125,5,Angel Escobedo,Indiana,3,-2,Jr,TRUE,4
726,2009,125,6,Zachary Sanders,Minnesota,11,5,Fr,TRUE,4
727,2009,125,7,Scott Sentes,Central Michigan,10,3,Fr,TRUE,2
728,2009,125,8,Nic Bedelyon,Kent State,US,5,So,TRUE,2
729,2009,133,1,Frank Gomez,Michigan State,1,0,Jr,TRUE,3
730,2009,133,2,Reece Humphrey,Ohio State,2,0,Jr,TRUE,2
731,2009,133,3,Jayson Ness,Minnesota,6,3,Jr,TRUE,4
732,2009,133,4,Andrew Hochstrasser,Boise State,5,1,So,TRUE,2
733,2009,133,5,James Kennedy,Illinois,3,-2,Jr,TRUE,3
734,2009,133,6,Steve Bell,Maryland,12,6,Jr,TRUE,2
735,2009,133,7,Daniel Dennis,Iowa,4,-3,Jr,TRUE,2
736,2009,133,8,Joe Baker,Navy,8,0,Sr,TRUE,2
737,2009,141,1,J Jaggers,Ohio State,3,2,Sr,TRUE,3
738,2009,141,2,Ryan Williams,Old Dominion,8,6,Sr,TRUE,1
739,2009,141,3,Nick Gallick,Iowa State,6,3,Jr,TRUE,2
740,2009,141,4,Zach Tanelli,Wisconsin,2,-2,Sr,TRUE,1
741,2009,141,5,Alex Krom,Maryland,US,8,Jr,TRUE,1
742,2009,141,6,Chris Drouin,Arizona State,7,1,So,TRUE,1
743,2009,141,7,Kellan Russell,Michigan,1,-6,So,TRUE,3
744,2009,141,8,Frank Molinaro,Penn State,US,5,Fr,TRUE,4
745,2009,149,1,Darrion Caldwell,North Carolina State,3,2,Jr,TRUE,2
746,2009,149,2,Brent Metcalf,Iowa,1,-1,Jr,TRUE,3
747,2009,149,3,Kyle Ruschell,Wisconsin,5,2,Jr,TRUE,2
748,2009,149,4,Lance Palmer,Ohio State,4,0,Jr,TRUE,4
749,2009,149,5,Jake Patacsil,Purdue,6,1,Sr,TRUE,1
750,2009,149,6,Bryce Saddoris,Navy,7,1,So,TRUE,2
751,2009,149,7,Kyle Borshoff,American,10,3,Jr,TRUE,2
752,2009,149,8,Heinrich Barnes,Oregon State,US,5,Sr,TRUE,1
753,2009,157,1,Jordan Burroughs,Nebraska,1,0,Jr,TRUE,3
754,2009,157,2,Michael Poeta,Illinois,2,0,Sr,TRUE,3
755,2009,157,3,Jordan Leen,Cornell,3,0,Sr,TRUE,3
756,2009,157,4,Gregor Gillespie,Edinboro,4,0,Sr,TRUE,4
757,2009,157,5,Michael Chandler,Missouri,6,1,Sr,TRUE,1
758,2009,157,6,Matt Moley,Bloomsburg,7,1,Jr,TRUE,2
759,2009,157,7,Chase Pami,Cal Poly,11,4,Jr,TRUE,2
760,2009,157,8,Tyler Safratowich,Minnesota,US,5,Jr,TRUE,1
761,2009,165,1,Jarrod King,Edinboro,12,11,Jr,TRUE,2
762,2009,165,2,Andrew Howe,Wisconsin,2,0,Fr,TRUE,4
763,2009,165,3,Ryan Morningstar,Iowa,3,0,Jr,TRUE,2
764,2009,165,4,Jonathan Reader,Iowa State,8,4,So,TRUE,3
765,2009,165,5,Andrew Rendos,Bucknell,US,8,Jr,TRUE,2
766,2009,165,6,Moza Fay,Northern Iowa,4,-2,Sr,TRUE,2
767,2009,165,7,Nick Marable,Missouri,5,-2,Jr,TRUE,2
768,2009,165,8,Tyler Sherfey,Boise State,US,5,Sr,TRUE,1
769,2009,174,1,Steve Luke,Michigan,1,0,Sr,TRUE,3
770,2009,174,2,Mike Miller,Central Michigan,7,5,Jr,TRUE,2
771,2009,174,3,Raymond Jordan,Missouri,5,2,Sr,TRUE,2
772,2009,174,4,Brandon Browne,Nebraska,3,-1,Sr,TRUE,1
773,2009,174,5,Steve Anceravage,Cornell,6,1,Sr,TRUE,2
774,2009,174,6,Quentin Wright,Penn State,11,5,Fr,TRUE,4
775,2009,174,7,Chris Henrich,Virginia,8,1,So,TRUE,3
776,2009,174,8,Michael Cannon,American,2,-6,Jr,TRUE,3
777,2009,184,1,Jake Herbert,Northwestern,1,0,Sr,TRUE,4
778,2009,184,2,Mike Pucillo,Ohio State,3,1,Jr,TRUE,3
779,2009,184,3,Doug Umbehauer,Rider,7,4,Sr,TRUE,1
780,2009,184,4,Phillip Keddy,Iowa,2,-2,Jr,TRUE,3
781,2009,184,5,Joe LeBlanc,Wyoming,9,4,Fr,TRUE,4
782,2009,184,6,Vince Jones,Nebraska,12,6,Sr,TRUE,1
783,2009,184,7,Joshua Patterson,Binghampton,6,-1,Jr,TRUE,1
784,2009,184,8,Louis Caputo,Harvard,11,3,Jr,TRUE,2
785,2009,197,1,Jake Varner,Iowa State,2,1,Jr,TRUE,4
786,2009,197,2,Craig Brester,Nebraska,1,-1,Jr,TRUE,3
787,2009,197,3,Hudson Taylor,Maryland,10,7,Jr,TRUE,3
788,2009,197,4,Tyrel Todd,Michigan,4,0,Sr,TRUE,1
789,2009,197,5,Max Askren,Missouri,6,1,Jr,TRUE,3
790,2009,197,6,Brent Chriswell,Boise State,3,-3,So,TRUE,1
791,2009,197,7,Brandon Halsey,CSU Bakersfield,7,0,Sr,TRUE,1
792,2009,197,8,Cam Simaz,Cornell,US,5,Fr,TRUE,4
793,2009,285,1,Mark Ellis,Missouri,2,1,Jr,TRUE,2
794,2009,285,2,Konrad Dudziak,Duke,5,3,Jr,TRUE,2
795,2009,285,3,Jared Rosholt,Oklahoma State,4,1,Jr,TRUE,3
796,2009,285,4,Dan Erekson,Iowa,7,3,Jr,TRUE,2
797,2009,285,5,David Zabriskie,Iowa State,1,-4,Jr,TRUE,3
798,2009,285,6,Jermail Porter,Kent State,3,-3,Sr,TRUE,1
799,2009,285,7,John Wise,Illinois,9,2,Sr,TRUE,1
800,2009,285,8,Zach Sheaffer,Pittsburgh,US,5,Sr,TRUE,1
801,2010,125,1,Matt McDonough,Iowa,3,2,Fr,TRUE,3
802,2010,125,2,Andrew Long,Iowa State,5,3,Fr,TRUE,2
803,2010,125,3,Angel Escobedo,Indiana,1,-2,Sr,TRUE,4
804,2010,125,4,Troy Nickerson,Cornell,2,-2,Sr,TRUE,4
805,2010,125,5,Zachary Sanders,Minnesota,6,1,So,TRUE,4
806,2010,125,6,Cashe Quiroga,Purdue,US,7,Fr,TRUE,1
807,2010,125,7,Anthony Robles,Arizona State,4,-3,Jr,TRUE,3
808,2010,125,8,Nikko Triggas,Ohio State,US,5,Jr,TRUE,1
809,2010,133,1,Jayson Ness,Minnesota,1,0,Sr,TRUE,4
810,2010,133,2,Daniel Dennis,Iowa,2,0,Sr,TRUE,2
811,2010,133,3,Frank Gomez,Michigan State,3,0,Sr,TRUE,3
812,2010,133,4,Jordan Oliver,Oklahoma State,4,0,Fr,TRUE,4
813,2010,133,5,Tyler Graff,Wisconsin,8,3,Fr,TRUE,4
814,2010,133,6,Dan Mitcheff,Kent State,6,0,Sr,TRUE,1
815,2010,133,7,Boris Novachkov,Cal Poly,5,-2,So,TRUE,3
816,2010,133,8,Steve Bell,Maryland,9,1,Sr,TRUE,2
817,2010,141,1,Kyle Dake,Cornell,1,0,Fr,TRUE,4
818,2010,141,2,Montell Marion,Iowa,6,4,So,TRUE,3
819,2010,141,3,Reece Humphrey,Ohio State,4,1,Sr,TRUE,2
820,2010,141,4,Zack Bailey,Oklahoma,5,1,Jr,TRUE,2
821,2010,141,5,Tyler Nauman,Pittsburgh,10,5,Jr,TRUE,2
822,2010,141,6,Germane Lindsey,Ohio University,US,7,Jr,TRUE,1
823,2010,141,7,Mike Thorn,Minnesota,3,-4,Jr,TRUE,2
824,2010,141,8,Christopher Diaz,Virginia Tech,11,3,Jr,TRUE,1
825,2010,149,1,Brent Metcalf,Iowa,2,1,Sr,TRUE,3
826,2010,149,2,Lance Palmer,Ohio State,1,-1,Sr,TRUE,4
827,2010,149,3,Kyle Terry,Oklahoma,3,0,Sr,TRUE,1
828,2010,149,4,Kyle Ruschell,Wisconsin,4,0,Sr,TRUE,2
829,2010,149,5,Frank Molinaro,Penn State,5,0,So,TRUE,4
830,2010,149,6,Torsten Gillespie,Edinboro,US,7,Jr,TRUE,1
831,2010,149,7,Kevin LeValley,Bucknell,9,2,Jr,TRUE,2
832,2010,149,8,Kyle Borshoff,American,US,5,Sr,TRUE,2
833,2010,157,1,J.P. O'Connor,Harvard,1,0,Sr,TRUE,3
834,2010,157,2,Chase Pami,Cal Poly,7,5,Sr,TRUE,2
835,2010,157,3,Adam Hall,Boise State,2,-1,Jr,TRUE,2
836,2010,157,4,Justin Lister,Binghampton,US,9,Jr,TRUE,1
837,2010,157,5,Steven Fittery,American,5,0,Jr,TRUE,2
838,2010,157,6,Cyler Sanderson,Penn State,4,-2,Sr,TRUE,2
839,2010,157,7,Justin Gaethje,Northern Colorado,US,6,Jr,TRUE,1
840,2010,157,8,Steven Brown,Central Michigan,US,5,Sr,TRUE,1
841,2010,165,1,Andrew Howe,Wisconsin,1,0,So,TRUE,4
842,2010,165,2,Dan Vallimont,Penn State,6,4,Sr,TRUE,2
843,2010,165,3,Jarrod King,Edinboro,2,-1,Sr,TRUE,2
844,2010,165,4,Nick Amuchastegui,Stanford,US,9,So,TRUE,3
845,2010,165,5,Tyler Caldwell,Oklahoma,US,8,Fr,TRUE,4
846,2010,165,6,Andrew Rendos,Bucknell,9,3,Sr,TRUE,2
847,2010,165,7,Ryan Morningstar,Iowa,7,0,Sr,TRUE,2
848,2010,165,8,Chris Brown,Old Dominion,US,5,Sr,TRUE,1
849,2010,174,1,Jay Borschel,Iowa,2,1,Sr,TRUE,2
850,2010,174,2,Mack Lewnes,Cornell,1,-1,Jr,TRUE,3
851,2010,174,3,Chris Henrich,Virginia,3,0,Jr,TRUE,3
852,2010,174,4,Stephen Dwyer,Nebraska,4,0,Sr,TRUE,2
853,2010,174,5,Jordan Blanton,Illinois,10,5,So,TRUE,3
854,2010,174,6,Ben Bennett,Central Michigan,7,1,Fr,TRUE,4
855,2010,174,7,Scott Giffin,Pennsylvania,US,6,Jr,TRUE,1
856,2010,174,8,Jarion Beets,Northern Iowa,US,5,Sr,TRUE,1
857,2010,184,1,Max Askren,Missouri,6,5,Sr,TRUE,3
858,2010,184,2,Kirk Smith,Boise State,1,-1,Jr,TRUE,2
859,2010,184,3,Michael Cannon,American,4,1,Sr,TRUE,3
860,2010,184,4,Joe LeBlanc,Wyoming,7,3,So,TRUE,4
861,2010,184,5,John Dergo,Illinois,2,-3,Sr,TRUE,1
862,2010,184,6,Clayton Foster,Oklahoma State,5,-1,Jr,TRUE,2
863,2010,184,7,Dustin Kilgore,Kent State,3,-4,So,TRUE,3
864,2010,184,8,Phillip Keddy,Iowa,9,1,Sr,TRUE,3
865,2010,197,1,Jake Varner,Iowa State,1,0,Sr,TRUE,4
866,2010,197,2,Craig Brester,Nebraska,2,0,Sr,TRUE,3
867,2010,197,3,Cam Simaz,Cornell,4,1,So,TRUE,4
868,2010,197,4,Hudson Taylor,Maryland,3,-1,Sr,TRUE,3
869,2010,197,5,Eric Lapotsky,Oklahoma,6,1,Sr,TRUE,1
870,2010,197,6,Trevor Brandvold,Wisconsin,5,-1,Jr,TRUE,2
871,2010,197,7,Alan Gelogaev,Oklahoma State,US,6,So,TRUE,2
872,2010,197,8,Sonny Yohn,Minnesota,US,5,So,TRUE,3
873,2010,285,1,David Zabriskie,Iowa State,1,0,Sr,TRUE,3
874,2010,285,2,Jared Rosholt,Oklahoma State,2,0,Sr,TRUE,3
875,2010,285,3,Zachery Rey,Lehigh,3,0,So,TRUE,3
876,2010,285,4,Konrad Dudziak,Duke,4,0,Sr,TRUE,2
877,2010,285,5,Mitch Monteiro,CSU Bakersfield,11,6,Sr,TRUE,1
878,2010,285,6,Mark Ellis,Missouri,9,3,Sr,TRUE,2
879,2010,285,7,Dan Erekson,Iowa,5,-2,Sr,TRUE,2
880,2010,285,8,Jarod Trice,Central Michigan,7,-1,So,TRUE,3
881,2011,125,1,Anthony Robles,Arizona State,1,0,Sr,TRUE,3
882,2011,125,2,Matt McDonough,Iowa,2,0,So,TRUE,3
883,2011,125,3,Brandon Precin,Northwestern,3,0,Sr,TRUE,3
884,2011,125,4,Ben Kjar,Utah Valley State,US,9,Sr,TRUE,1
885,2011,125,5,Zachary Sanders,Minnesota,5,0,Jr,TRUE,4
886,2011,125,6,Ryan Mango,Stanford,7,1,So,TRUE,2
887,2011,125,7,Jarrod Patterson,Oklahoma,8,1,So,TRUE,1
888,2011,125,8,James Nicholson,Old Dominion,4,-4,Sr,TRUE,2
889,2011,133,1,Jordan Oliver,Oklahoma State,1,0,So,TRUE,4
890,2011,133,2,Andrew Hochstrasser,Boise State,2,0,Sr,TRUE,2
891,2011,133,3,Andrew Long,Penn State,3,0,So,TRUE,2
892,2011,133,4,Scott Sentes,Central Michigan,11,7,Jr,TRUE,2
893,2011,133,5,Tyler Graff,Wisconsin,4,-1,So,TRUE,4
894,2011,133,6,Mike Grey,Cornell,8,2,Sr,TRUE,2
895,2011,133,7,Lou Ruggirello,Hofstra,5,-2,Sr,TRUE,1
896,2011,133,8,Bernard Futrell,Illinois,7,-1,Jr,TRUE,2
897,2011,141,1,Kellan Russell,Michigan,1,0,Jr,TRUE,3
898,2011,141,2,Boris Novachkov,Cal Poly,3,1,Jr,TRUE,3
899,2011,141,3,Mike Thorn,Minnesota,2,-1,Sr,TRUE,2
900,2011,141,4,Montell Marion,Iowa,5,1,Jr,TRUE,3
901,2011,141,5,James Kennedy,Illinois,4,-1,Sr,TRUE,3
902,2011,141,6,Todd Schavrien,Missouri,10,4,Sr,TRUE,1
903,2011,141,7,Zack Bailey,Oklahoma,8,1,Sr,TRUE,2
904,2011,141,8,Zack Kemmerer,Pennsylvania,12,4,Sr,TRUE,1
905,2011,149,1,Kyle Dake,Cornell,4,3,So,TRUE,4
906,2011,149,2,Frank Molinaro,Penn State,2,0,Jr,TRUE,4
907,2011,149,3,Jason Chamberlain,Boise State,6,3,Jr,TRUE,2
908,2011,149,4,Ganbayar Sanjaa,American,8,4,Jr,TRUE,2
909,2011,149,5,Jamal Parks,Oklahoma State,5,0,Jr,TRUE,1
910,2011,149,6,Andrew Naudhir,Northwestern,11,5,Sr,TRUE,1
911,2011,149,7,Kevin LeValley,Bucknell,3,-4,Sr,TRUE,2
912,2011,149,8,Derek Valenti,Virginia,US,5,Jr,TRUE,1
913,2011,157,1,Bubba Jenkins,Arizona State,4,3,Sr,TRUE,2
914,2011,157,2,David Taylor,Penn State,3,1,Fr,TRUE,4
915,2011,157,3,Steven Fittery,American,2,-1,Sr,TRUE,2
916,2011,157,4,Derek St. John,Iowa,6,2,Fr,TRUE,4
917,2011,157,5,Adam Hall,Boise State,1,-4,Sr,TRUE,2
918,2011,157,6,Jason Welch,Northwestern,8,2,So,TRUE,3
919,2011,157,7,Bryce Saddoris,Navy,7,0,Sr,TRUE,2
920,2011,157,8,Walter Peppelman,Harvard,11,3,Fr,TRUE,2
921,2011,165,1,Jordan Burroughs,Nebraska,1,0,Sr,TRUE,3
922,2011,165,2,Tyler Caldwell,Oklahoma,3,1,So,TRUE,4
923,2011,165,3,Andrew Howe,Wisconsin,2,-1,Jr,TRUE,4
924,2011,165,4,Colt Sponseller,Ohio State,5,1,Sr,TRUE,1
925,2011,165,5,Shane Onufer,Wyoming,7,2,Jr,TRUE,1
926,2011,165,6,John Asper,Maryland,4,-2,So,TRUE,2
927,2011,165,7,Brandon Hatchett,Lehigh,US,6,Jr,TRUE,2
928,2011,165,8,Paul Gillespie,Hofstra,US,5,Sr,TRUE,1
929,2011,174,1,Jonathan Reader,Iowa State,1,0,Sr,TRUE,3
930,2011,174,2,Nick Amuchastegui,Stanford,7,5,Jr,TRUE,3
931,2011,174,3,Ed Ruth,Penn State,2,-1,Fr,TRUE,4
932,2011,174,4,Mack Lewnes,Cornell,3,-1,Sr,TRUE,3
933,2011,174,5,Colby Covington,Oregon State,4,-1,Sr,TRUE,1
934,2011,174,6,Chris Henrich,Virginia,5,-1,Sr,TRUE,3
935,2011,174,7,Mike Letts,Maryland,8,1,Sr,TRUE,1
936,2011,174,8,Ben Bennett,Central Michigan,6,-2,So,TRUE,4
937,2011,184,1,Quentin Wright,Penn State,9,8,So,TRUE,4
938,2011,184,2,Robert Hamlin,Lehigh,2,0, So,#N/A,3
939,2011,184,3,Grant Gambrall,Iowa,12,9,So,TRUE,1
940,2011,184,4,Steve Bosak,Cornell,3,-1,Fr,TRUE,3
941,2011,184,5,Chris Honeycutt,Edinboro,1,-4,Jr,TRUE,2
942,2011,184,6,Joe LeBlanc,Wyoming,5,-1,Jr,TRUE,4
943,2011,184,7,Travis Rutt,Wisconsin,4,-3,Jr,TRUE,1
944,2011,184,8,Kevin Steinhaus,Minnesota,8,0,Fr,TRUE,3
945,2011,197,1,Dustin Kilgore,Kent State,4,3,Jr,TRUE,3
946,2011,197,2,Clayton Foster,Oklahoma State,2,0,Sr,TRUE,2
947,2011,197,3,Cam Simaz,Cornell,1,-2,Jr,TRUE,4
948,2011,197,4,Trevor Brandvold,Wisconsin,3,-1,Sr,TRUE,2
949,2011,197,5,Luke Lofthouse,Iowa,5,0,Sr,TRUE,1
950,2011,197,6,Zack Giesen,Stanford,12,6,Sr,TRUE,1
951,2011,197,7,Sonny Yohn,Minnesota,9,2,Jr,TRUE,3
952,2011,197,8,Matt Powless,Indiana,8,0,Jr,TRUE,1
953,2011,285,1,Zachery Rey,Lehigh,1,0,Jr,TRUE,3
954,2011,285,2,Ryan Flores,American,3,1,Jr,TRUE,2
955,2011,285,3,Dom Bradley,Missouri,4,1,Jr,TRUE,2
956,2011,285,4,Jarod Trice,Central Michigan,2,-2,Jr,TRUE,3
957,2011,285,5,Ricardo Alcala,Indiana,US,8,Sr,TRUE,1
958,2011,285,6,Spencer Myers,Maryland,US,7,Jr,TRUE,1
959,2011,285,7,Anthony Nelson,Minnesota,8,1,Fr,TRUE,4
960,2011,285,8,Levi Cooper,Arizona State,US,5,Jr,TRUE,1
961,2012,125,1,Matt McDonough,Iowa,1,0,Jr,TRUE,3
962,2012,125,2,Nico Megaludis,Penn State,10,8,Fr,TRUE,3
963,2012,125,3,Zachary Sanders,Minnesota,2,-1,Sr,TRUE,4
964,2012,125,4,Frank Perrelli,Cornell,6,2,Sr,TRUE,1
965,2012,125,5,Ryan Mango,Stanford,8,3,Jr,TRUE,2
966,2012,125,6,Nic Bedelyon,Kent State,5,-1,Sr,TRUE,2
967,2012,125,7,Jesse Delgado,Illinois,4,-3,Fr,TRUE,3
968,2012,125,8,Steve Bonanno,Hofstra,12,4,Sr,TRUE,1
969,2012,133,1,Logan Stieber,Ohio State,2,1,Fr,TRUE,4
970,2012,133,2,Jordan Oliver,Oklahoma State,1,-1,Jr,TRUE,4
971,2012,133,3,Tony Ramos,Iowa,3,0,So,TRUE,3
972,2012,133,4,Chris Dardanes,Minnesota,10,6,Fr,TRUE,3
973,2012,133,5,Devin Carter,Virginia Tech,6,1,So,TRUE,3
974,2012,133,6,Bernard Futrell,Illinois,4,-2,Sr,TRUE,2
975,2012,133,7,Zach Stevens,Michigan,8,1,Sr,TRUE,1
976,2012,133,8,Steve Keith,Harvard,11,3,Jr,TRUE,1
977,2012,141,1,Kellan Russell,Michigan,1,0,Sr,TRUE,3
978,2012,141,2,Montell Marion,Iowa,3,1,Sr,TRUE,3
979,2012,141,3,Boris Novachkov,Cal Poly,6,3,Sr,TRUE,3
980,2012,141,4,Kendric Maple,Oklahoma,2,-2,So,TRUE,3
981,2012,141,5,Michael Mangrum,Oregon State,4,-1,Jr,TRUE,1
982,2012,141,6,Hunter Stieber,Ohio State,5,-1,Fr,TRUE,2
983,2012,141,7,Michael Nevinger,Cornell,US,6,So,TRUE,2
984,2012,141,8,Darius Little,North Carolina State,8,0,Sr,TRUE,1
985,2012,149,1,Frank Molinaro,Penn State,1,0,Sr,TRUE,4
986,2012,149,2,Dylan Ness,Minnesota,7,5,Fr,TRUE,4
987,2012,149,3,Don Vinson,Binghampton,4,1,Sr,TRUE,1
988,2012,149,4,Cam Tessari,Ohio State,10,6,Fr,TRUE,1
989,2012,149,5,Tyler Nauman,Pittsburgh,6,1,Sr,TRUE,2
990,2012,149,6,Justin Accordino,Hofstra,US,7,Sr,TRUE,1
991,2012,149,7,Scott Sakaguchi,Oregon State,US,6,So,TRUE,2
992,2012,149,8,Nick Lester,Oklahoma,US,5,So,TRUE,1
993,2012,157,1,Kyle Dake,Cornell,1,0,Jr,TRUE,4
994,2012,157,2,Derek St. John,Iowa,2,0,So,TRUE,4
995,2012,157,3,Dylan Alton,Penn State,7,4,Fr,TRUE,1
996,2012,157,4,Jason Welch,Northwestern,3,-1,Jr,TRUE,3
997,2012,157,5,James Fleming,Clarion,6,1,Jr,TRUE,2
998,2012,157,6,Ganbayar Sanjaa,American,5,-1,Sr,TRUE,2
999,2012,157,7,James Green,Nebraska,11,4,Fr,TRUE,4
1000,2012,157,8,Walter Peppelman,Harvard,4,-4,So,TRUE,2
1001,2012,165,1,David Taylor,Penn State,1,0,So,TRUE,4
1002,2012,165,2,Brandon Hatchett,Lehigh,11,9,Sr,TRUE,2
1003,2012,165,3,Bekzod Abdurakhmanov,Clarion,4,1,Sr,TRUE,1
1004,2012,165,4,Kyle Blevins,Appalachian State,US,9,Sr,TRUE,1
1005,2012,165,5,Peter Yates,Virginia Tech,6,1,Jr,TRUE,2
1006,2012,165,6,John Asper,Maryland,7,1,Jr,TRUE,2
1007,2012,165,7,Ben Jordan,Wisconsin,US,6,Sr,TRUE,1
1008,2012,165,8,Conrad Polz,Illinois,9,1,Jr,TRUE,2
1009,2012,174,1,Ed Ruth,Penn State,1,0,So,TRUE,4
1010,2012,174,2,Nick Amuchastegui,Stanford,3,1,Sr,TRUE,3
1011,2012,174,3,Chris Perry,Oklahoma State,2,-1,So,TRUE,3
1012,2012,174,4,Jordan Blanton,Illinois,7,3,Jr,TRUE,3
1013,2012,174,5,Nick Heflin,Ohio State,9,4,So,TRUE,3
1014,2012,174,6,Logan Storley,Minnesota,4,-2,Fr,TRUE,4
1015,2012,174,7,Ethen Lofthouse,Iowa,5,-2,So,TRUE,2
1016,2012,174,8,Ryan DesRoches,Cal Poly,6,-2,Sr,TRUE,1
1017,2012,184,1,Steve Bosak,Cornell,4,3,Jr,TRUE,3
1018,2012,184,2,Quentin Wright,Penn State,6,4,Jr,TRUE,4
1019,2012,184,3,Austin Trotman,Appalachian State,9,6,Sr,TRUE,1
1020,2012,184,4,Robert Hamlin,Lehigh,2,-2,Jr,TRUE,3
1021,2012,184,5,Kevin Steinhaus,Minnesota,5,0,So,TRUE,3
1022,2012,184,6,Ben Bennett,Central Michigan,3,-3,Jr,TRUE,4
1023,2012,184,7,Joe LeBlanc,Wyoming,1,-6,Sr,TRUE,4
1024,2012,184,8,Josh Ihnen,Nebraska,7,-1,Jr,TRUE,1
1025,2012,197,1,Cam Simaz,Cornell,1,0,Sr,TRUE,4
1026,2012,197,2,Chris Honeycutt,Edinboro,2,0,Sr,TRUE,2
1027,2012,197,3,Cayle Byers,Oklahoma State,5,2,Sr,TRUE,1
1028,2012,197,4,Matthew Wilps,Pittsburgh,3,-1,Jr,TRUE,2
1029,2012,197,5,Sonny Yohn,Minnesota,10,5,Sr,TRUE,3
1030,2012,197,6,Alfonso Hernandez,Wyoming,9,3,Jr,TRUE,2
1031,2012,197,7,Micah Burak,Pennsylvania,11,4,Jr,TRUE,1
1032,2012,197,8,Joe Kennedy,Lehigh,12,4,Sr,TRUE,1
1033,2012,285,1,Anthony Nelson,Minnesota,2,1,So,TRUE,4
1034,2012,285,2,Zachery Rey,Lehigh,4,2,Sr,TRUE,3
1035,2012,285,3,Michael McMullan,Northwestern,10,7,Fr,TRUE,4
1036,2012,285,4,Clayton Jack,Oregon State,3,-1,Sr,TRUE,1
1037,2012,285,5,Bobby Telford,Iowa,5,0,Fr,TRUE,3
1038,2012,285,6,Ryan Flores,American,1,-5,Sr,TRUE,2
1039,2012,285,7,Jeremy Johnson,Ohio University,7,0,So,TRUE,2
1040,2012,285,8,Nick Gwiazdowski,Binghampton,US,5,Fr,TRUE,4
1041,2013,125,1,Jesse Delgado,Illinois,2,1,So,TRUE,3
1042,2013,125,2,Nico Megaludis,Penn State,4,2,So,TRUE,3
1043,2013,125,3,Nahshon Garrett,Cornell,6,3,Fr,TRUE,4
1044,2013,125,4,Alan Waters,Missouri,1,-3,Jr,TRUE,2
1045,2013,125,5,Trent Sprenkle,North Dakota State,9,4,Sr,TRUE,1
1046,2013,125,6,Jarrod Garnett,Virginia Tech,5,-1,Sr,TRUE,1
1047,2013,125,7,David Thorn,Minnesota,US,6,Jr,TRUE,2
1048,2013,125,8,Tyler Cox,Wyoming,12,4,Sr,TRUE,1
1049,2013,133,1,Logan Stieber,Ohio State,1,0,So,TRUE,4
1050,2013,133,2,Tony Ramos,Iowa,2,0,Jr,TRUE,3
1051,2013,133,3,Tyler Graff,Wisconsin,3,0,Jr,TRUE,4
1052,2013,133,4,Aaron Schopp,Edinboro,4,0,So,TRUE,3
1053,2013,133,5,Jon Morrison,Oklahoma State,7,2,Jr,TRUE,1
1054,2013,133,6,Chris Dardanes,Minnesota,5,-1,So,TRUE,3
1055,2013,133,7,Cody Brewer,Oklahoma,8,1,Fr,TRUE,4
1056,2013,133,8,Nathan McCormick,Missouri,6,-2,Sr,TRUE,1
1057,2013,141,1,Kendric Maple,Oklahoma,2,1,Jr,TRUE,3
1058,2013,141,2,Mitchell Port,Edinboro,4,2,So,TRUE,3
1059,2013,141,3,Hunter Stieber,Ohio State,1,-2,So,TRUE,2
1060,2013,141,4,Ugi Khishignnyam,Citadel,6,2,Fr,TRUE,1
1061,2013,141,5,Michael Nevinger,Cornell,11,6,Jr,TRUE,2
1062,2013,141,6,Evan Henderson,North Carolina,5,-1,So,TRUE,2
1063,2013,141,7,Nick Dardanes,Minnesota,8,1,So,TRUE,1
1064,2013,141,8,Zach Niebert,Virginia Tech,US,5,Jr,TRUE,1
1065,2013,149,1,Jordan Oliver,Oklahoma State,1,0,Sr,TRUE,4
1066,2013,149,2,Jason Chamberlain,Boise State,2,0,Sr,TRUE,2
1067,2013,149,3,Steve Santos,Columbia,5,2,Sr,TRUE,1
1068,2013,149,4,Dylan Ness,Minnesota,6,2,So,TRUE,4
1069,2013,149,5,Scott Sakaguchi,Oregon State,7,2,Jr,TRUE,2
1070,2013,149,6,Drake Houdashelt,Missouri,US,7,So,TRUE,3
1071,2013,149,7,Ivan Lopouchanski,Purdue,10,3,Sr,TRUE,1
1072,2013,149,8,Nick Brascetta,Virginia Tech,8,0,So,TRUE,3
1073,2013,157,1,Derek St. John,Iowa,2,1,Jr,TRUE,4
1074,2013,157,2,Jason Welch,Northwestern,1,-1,Sr,TRUE,3
1075,2013,157,3,Alex Dieringer,Oklahoma State,6,3,Fr,TRUE,4
1076,2013,157,4,David Bonin,Northern Iowa,US,9,Sr,TRUE,1
1077,2013,157,5,Roger Pena,Oregon State,10,5,Jr,TRUE,1
1078,2013,157,6,Jedd Moore,Virginia,12,6,Sr,TRUE,1
1079,2013,157,7,James Green,Nebraska,4,-3,So,TRUE,4
1080,2013,157,8,James Fleming,Clarion,5,-3,Sr,TRUE,2
1081,2013,165,1,Kyle Dake,Cornell,1,0,Sr,TRUE,4
1082,2013,165,2,David Taylor,Penn State,2,0,Jr,TRUE,4
1083,2013,165,3,Tyler Caldwell,Oklahoma State,4,1,Jr,TRUE,4
1084,2013,165,4,Peter Yates,Virginia Tech,3,-1,Sr,TRUE,2
1085,2013,165,5,Conrad Polz,Illinois,7,2,Sr,TRUE,2
1086,2013,165,6,Michael Moreno,Iowa State,US,7,Jr,TRUE,2
