Index,Year,Weight,Place,Wrestler,School,Seed,Placement-Seed Delta,Eligibility Year,Progression Eligible,AAs
360,2004,157,8,Phillip Simpson,Army,7,-1,So,TRUE,3
361,2004,165,1,Troy Letters,Lehigh,2,1,Jr,TRUE,3
362,2004,165,2,Tyrone Lewis,Oklahoma State,1,-1,Sr,TRUE,4
363,2004,165,3,Matt King,Edinboro,3,0,Sr,TRUE,2
364,2004,165,4,Jacob Volkmann,Minnesota,4,0,Sr,TRUE,2
365,2004,165,5,John Clark,Ohio State,10,5,Jr,TRUE,2
366,2004,165,6,David Bolyard,Central Michigan,7,1,Jr,TRUE,1
367,2004,165,7,Jacob Klein,Nebraska,US,6,So,TRUE,2
368,2004,165,8,Tim Foley,Virginia,11,3,Sr,TRUE,1
369,2004,174,1,Chris Pendleton,Oklahoma State,1,0,Jr,TRUE,3
370,2004,174,2,Ben Askren,Missouri,6,4,Fr,TRUE,4
371,2004,174,3,Tyler Nixt,Iowa,2,-1,Sr,TRUE,1
372,2004,174,4,Brad Dillon,Lehigh,3,-1,Sr,TRUE,2
373,2004,174,5,Ryan Lange,Purdue,4,-1,Sr,TRUE,2
374,2004,174,6,Eric Hauan,Northern Iowa,5,-1,Jr,TRUE,2
375,2004,174,7,Pete Friedl,Illinois,9,2,So,TRUE,3
376,2004,174,8,Nate Yetzer,Edinboro,7,-1,Jr,TRUE,1
377,2004,184,1,Greg Jones,West Virginia,1,0,Jr,TRUE,3
378,2004,184,2,Ben Heizer,Northern Illinois,2,0,Sr,TRUE,2
379,2004,184,3,Jake Rosholt,Oklahoma State,3,0,So,TRUE,4
380,2004,184,4,Paul Bradley,Iowa,12,8,So,TRUE,2
381,2004,184,5,Blake Kaplan,Ohio State,US,8,Sr,TRUE,1
382,2004,184,6,Brian Glynn,Illinois,9,3,Jr,TRUE,2
383,2004,184,7,Kurt Backes,Iowa State,8,1,Fr,TRUE,2
384,2004,184,8,Travis Frick,Lehigh,10,2,Jr,TRUE,2
385,2004,197,1,Damion Hahn,Minnesota,1,0,Sr,TRUE,4
386,2004,197,2,Ryan Fulsaas,Iowa,10,8,Sr,TRUE,1
387,2004,197,3,J.D. Bergman,Ohio State,US,10,Fr,TRUE,3
388,2004,197,4,Ryan Bader,Arizona State,4,0,So,TRUE,2
389,2004,197,5,Chris Skretkowicz,Hofstra,2,-3,Jr,TRUE,2
390,2004,197,6,Sean Stender,Northern Iowa,3,-3,Jr,TRUE,3
391,2004,197,7,Matt Greenberg,Cornell,8,1,Sr,TRUE,1
392,2004,197,8,Kyle Cerminara,Buffalo,US,5,Jr,TRUE,1
393,2004,285,1,Tommy Rowlands,Ohio State,1,0,Sr,TRUE,4
394,2004,285,2,Pat Cummins,Penn State,2,0,Sr,TRUE,2
395,2004,285,3,Leonce Crump,Oklahoma,4,1,Sr,TRUE,2
396,2004,285,4,Cole Konrad,Minnesota,5,1,Fr,TRUE,4
397,2004,285,5,Matt Feast,Pennsylvania,3,-2,Jr,TRUE,3
398,2004,285,6,Greg Wagner,Michigan,6,0,So,TRUE,3
399,2004,285,7,Willie Gruenwald,Oklahoma State,10,3,So,TRUE,1
400,2004,285,8,Scott Coleman,Iowa State,12,4,Jr,TRUE,2
401,2005,125,1,Joe Dubuque,Indiana,5,4,Jr,TRUE,3
402,2005,125,2,Kyle Ott,Illinois,3,1,Jr,TRUE,2
403,2005,125,3,Sam Hazewinkel,Oklahoma,1,-2,So,TRUE,4
404,2005,125,4,Nick Simmons,Michigan State,2,-2,So,TRUE,4
405,2005,125,5,Efren Ceballos,CSU Bakersfield,6,1,Sr,TRUE,1
406,2005,125,6,Vic Moreno,Cal Poly,4,-2,Jr,TRUE,2
407,2005,125,7,Bobbe Lowe,Minnesota,8,1,Sr,TRUE,2
408,2005,125,8,Coleman Scott,Oklahoma State,9,1,Fr,TRUE,4
409,2005,133,1,Travis Lee,Cornell,1,0,Sr,TRUE,4
410,2005,133,2,Shawn Bunch,Edinboro,2,0,Jr,TRUE,2
411,2005,133,3,Tom Clum,Wisconsin,5,2,Jr,TRUE,2
412,2005,133,4,Mack Reiter,Minnesota,3,-1,Fr,TRUE,3
413,2005,133,5,Matt Sanchez,CSU Bakersfield,10,5,Sr,TRUE,2
414,2005,133,6,Evan Sola,North Carolina,11,5,Jr,TRUE,2
415,2005,133,7,Mark Jayne,Illinois,4,-3,Sr,TRUE,2
416,2005,133,8,Drew Headlee,Pittsburgh,US,5,So,TRUE,1
417,2005,141,1,Teyon Ware,Oklahoma,2,1,Jr,TRUE,4
418,2005,141,2,Nate Gallick,Iowa State,1,-1,Jr,TRUE,3
419,2005,141,3,Cory Cooperman,Lehigh,4,1,Jr,TRUE,3
420,2005,141,4,Daniel Frishkorn,Oklahoma State,7,3,Fr,TRUE,1
421,2005,141,5,Michael Keefe,Tennessee-Chattanooga,11,6,So,TRUE,1
422,2005,141,6,Andy Simmons,Michigan State,5,-1,Jr,TRUE,2
423,2005,141,7,Casio Pero,Illinois,12,5,Jr,TRUE,1
424,2005,141,8,Josh Churella,Michigan,3,-5,Fr,TRUE,3
425,2005,149,1,Zack Esposito,Oklahoma State,1,0,Jr,TRUE,3
426,2005,149,2,Phillip Simpson,Army,2,0,Jr,TRUE,3
427,2005,149,3,Jon Masa,Hofstra,9,6,Jr,TRUE,3
428,2005,149,4,Eric Tannenbaum,Michigan,5,1,Fr,TRUE,4
429,2005,149,5,Ty Eustice,Iowa,6,1,Jr,TRUE,2
430,2005,149,6,Dustin Manotti,Cornell,3,-3,Jr,TRUE,4
431,2005,149,7,Matt Storniolo,Oklahoma,4,-3,So,TRUE,2
432,2005,149,8,Mark DiSalvo,Central Michigan,10,2,Jr,TRUE,2
433,2005,157,1,Ryan Bertin,Michigan,2,1,Sr,TRUE,4
434,2005,157,2,Joe Johnston,Iowa,8,6,Jr,TRUE,2
435,2005,157,3,Jake Percival,Ohio University,5,2,Sr,TRUE,4
436,2005,157,4,Trent Paulson,Iowa State,6,2,So,TRUE,3
437,2005,157,5,Brandon Becker,Indiana,US,8,Fr,TRUE,3
438,2005,157,6,Brian Stith,Arizona State,10,4,So,TRUE,2
439,2005,157,7,Matt Lebe,West Virginia,7,0,Sr,TRUE,1
440,2005,157,8,Chris Horning,Clarion,11,3,Sr,TRUE,1
441,2005,165,1,Johny Hendricks,Oklahoma State,3,2,So,TRUE,4
442,2005,165,2,Mark Perry,Iowa,4,2,Fr,TRUE,4
443,2005,165,3,Troy Letters,Lehigh,1,-2,Sr,TRUE,3
444,2005,165,4,Ryan Churella,Michigan,2,-2,Jr,TRUE,3
445,2005,165,5,John Sioredas,Tennessee-Chattanooga,6,1,Sr,TRUE,1
446,2005,165,6,Matt Nagel,Minnesota,10,4,Jr,TRUE,1
447,2005,165,7,Tyron Woodley,Missouri,5,-2,Sr,TRUE,2
448,2005,165,8,Matt Palmer,Columbia,US,5,Fr,TRUE,2
449,2005,174,1,Chris Pendleton,Oklahoma State,1,0,Sr,TRUE,3
450,2005,174,2,Ben Askren,Missouri,2,0,So,TRUE,4
451,2005,174,3,Jake Herbert,Northwestern,4,1,Fr,TRUE,4
452,2005,174,4,Pete Friedl,Illinois,3,-1,Jr,TRUE,3
453,2005,174,5,Joe Mazzurco,Cornell,5,0,Jr,TRUE,2
454,2005,174,6,Eric Hauan,Northern Iowa,9,3,Sr,TRUE,2
455,2005,174,7,Mitch Hancock,Central Michigan,6,-1,Sr,TRUE,1
456,2005,174,8,Daniel Waters,American,US,5,Sr,TRUE,1
457,2005,184,1,Greg Jones,West Virginia,1,0,Sr,TRUE,3
458,2005,184,2,Tyler Baier,Cornell,7,5,Sr,TRUE,1
459,2005,184,3,Brian Glynn,Illinois,5,2,Sr,TRUE,2
460,2005,184,4,Eric Bradley,Penn State,4,0,Jr,TRUE,2
461,2005,184,5,Paul Bradley,Iowa,8,3,Jr,TRUE,2
462,2005,184,6,Travis Pascoe,Nebraska,3,-3,Sr,TRUE,1
463,2005,184,7,Matt Pell,Missouri,US,6,So,TRUE,2
464,2005,184,8,Ben Wissel,Purdue,US,5,Jr,TRUE,2
465,2005,197,1,Jake Rosholt,Oklahoma State,2,1,Jr,TRUE,4
466,2005,197,2,Sean Stender,Northern Iowa,5,3,Sr,TRUE,3
467,2005,197,3,Jon Trenge,Lehigh,1,-2,Sr,TRUE,3
468,2005,197,4,Joel Flaggert,Oklahoma,US,9,So,TRUE,2
469,2005,197,5,B.J. Padden,Nebraska,11,6,Jr,TRUE,2
470,2005,197,6,Wynn Michalak,Central Michigan,12,6,Fr,TRUE,3
471,2005,197,7,Phil Davis,Penn State,US,6,Fr,TRUE,4
472,2005,197,8,Ryan Flaherty,Wisconsin,US,5,Jr,TRUE,1
473,2005,285,1,Steve Mocco,Oklahoma State,1,0,Jr,TRUE,4
474,2005,285,2,Cole Konrad,Minnesota,2,0,So,TRUE,4
475,2005,285,3,Pat DeGain,Indiana,4,1,Sr,TRUE,1
476,2005,285,4,Greg Wagner,Michigan,5,1,Jr,TRUE,3
477,2005,285,5,Cain Velasquez,Arizona State,3,-2,Jr,TRUE,2
478,2005,285,6,Matt Feast,Pennsylvania,6,0,Sr,TRUE,3
479,2005,285,7,Scott Coleman,Iowa State,10,3,Sr,TRUE,2
480,2005,285,8,Bill Stouffer,Central Michigan,7,-1,Sr,TRUE,1
481,2006,125,1,Joe Dubuque,Indiana,3,2,Sr,TRUE,3
482,2006,125,2,Troy Nickerson,Cornell,5,3,Fr,TRUE,4
483,2006,125,3,Sam Hazewinkel,Oklahoma,2,-1,Jr,TRUE,4
484,2006,125,4,Nick Simmons,Michigan State,1,-3,Jr,TRUE,4
485,2006,125,5,Coleman Scott,Oklahoma State,6,1,So,TRUE,4
486,2006,125,6,Chad Mendes,Cal Poly,9,3,So,TRUE,2
487,2006,125,7,John Velez,Northwestern,8,1,Jr,TRUE,1
488,2006,125,8,Tanner Gardner,Stanford,12,4,So,TRUE,3
489,2006,133,1,Matt Valenti,Pennsylvania,6,5,Jr,TRUE,3
490,2006,133,2,Chris Fleeger,Purdue,5,3,Sr,TRUE,3
491,2006,133,3,Shawn Bunch,Edinboro,1,-2,Sr,TRUE,2
492,2006,133,4,Mack Reiter,Minnesota,4,0,So,TRUE,3
493,2006,133,5,Tom Clum,Wisconsin,3,-2,Sr,TRUE,2
494,2006,133,6,Nathan Morgan,Oklahoma State,2,-4,So,TRUE,3
495,2006,133,7,Tyler McCormick,Missouri,US,6,So,TRUE,2
496,2006,133,8,Matt Keller,Tennessee-Chattanooga,8,0,Jr,TRUE,2
497,2006,141,1,Nate Gallick,Iowa State,1,0,Sr,TRUE,3
498,2006,141,2,Teyon Ware,Oklahoma,2,0,Sr,TRUE,4
499,2006,141,3,Cory Cooperman,Lehigh,3,0,Sr,TRUE,3
500,2006,141,4,Ryan Lang,Northwestern,US,9,So,TRUE,2
501,2006,141,5,Andy Simmons,Michigan State,4,-1,Sr,TRUE,2
502,2006,141,6,Brandon Rader,West Virginia,9,3,So,TRUE,2
503,2006,141,7,Alex Tsirtsis,Iowa,7,0,So,TRUE,1
504,2006,141,8,David Hoffman,Virginia Tech,US,5,Sr,TRUE,1
505,2006,149,1,Dustin Schlatter,Minnesota,1,0,Fr,TRUE,3
506,2006,149,2,Ty Eustice,Iowa,2,0,Sr,TRUE,2
507,2006,149,3,Zack Esposito,Oklahoma State,3,0,Sr,TRUE,3
508,2006,149,4,Matt Storniolo,Oklahoma,4,0,Jr,TRUE,2
509,2006,149,5,Jon Masa,Hofstra,6,1,Sr,TRUE,3
510,2006,149,6,Eric Tannenbaum,Michigan,8,2,So,TRUE,4
511,2006,149,7,Gregor Gillespie,Edinboro,7,0,Fr,TRUE,4
512,2006,149,8,Mark DiSalvo,Central Michigan,5,-3,Sr,TRUE,2
513,2006,157,1,Ben Cherrington,Boise State,5,4,Sr,TRUE,1
514,2006,157,2,Brian Stith,Arizona State,10,8,Jr,TRUE,2
515,2006,157,3,Dustin Manotti,Cornell,7,4,Sr,TRUE,4
516,2006,157,4,Trent Paulson,Iowa State,1,-3,Jr,TRUE,3
517,2006,157,5,Derek Zinck,Lehigh,11,6,Sr,TRUE,2
518,2006,157,6,Joe Johnston,Iowa,9,3,Sr,TRUE,2
519,2006,157,7,Brandon Becker,Indiana,6,-1,So,TRUE,3
520,2006,157,8,Craig Henning,Wisconsin,8,0,Jr,TRUE,2
521,2006,165,1,Johny Hendricks,Oklahoma State,2,1,Jr,TRUE,4
522,2006,165,2,Ryan Churella,Michigan,1,-1,Sr,TRUE,3
523,2006,165,3,Muzaffar Abdurakhmanov,American,3,0,Sr,TRUE,1
524,2006,165,4,Deonte Penn,Edinboro,US,9,Jr,TRUE,2
525,2006,165,5,Joey Bracamonte,Oregon,US,8,Sr,TRUE,1
526,2006,165,6,Travis Paulson,Iowa State,8,2,Jr,TRUE,3
527,2006,165,7,Dan Thompson,Citadel,US,6,Sr,TRUE,1
528,2006,165,8,Eric Luedke,Iowa,US,5,Jr,TRUE,2
529,2006,174,1,Ben Askren,Missouri,1,0,Jr,TRUE,4
530,2006,174,2,Jake Herbert,Northwestern,2,0,So,TRUE,4
531,2006,174,3,Mark Perry,Iowa,3,0,So,TRUE,4
532,2006,174,4,Mike Patrovich,Hofstra,5,1,Jr,TRUE,2
533,2006,174,5,Matt Herrington,Pennsylvania,12,7,Jr,TRUE,1
534,2006,174,6,Travis Frick,Lehigh,8,2,Sr,TRUE,2
535,2006,174,7,Jacob Klein,Nebraska,4,-3,Sr,TRUE,2
536,2006,174,8,James Yonushonis,Penn State,9,1,Sr,TRUE,1
537,2006,184,1,Shane Webster,Oregon,5,4,Sr,TRUE,2
538,2006,184,2,Roger Kish,Minnesota,2,0,So,TRUE,2
539,2006,184,3,Pete Friedl,Illinois,6,3,Sr,TRUE,3
540,2006,184,4,Josh Glenn,American,1,-3,So,TRUE,3
541,2006,184,5,C.B. Dollaway,Arizona State,10,5,Sr,TRUE,1
542,2006,184,6,Joe Mazzurco,Cornell,4,-2,Sr,TRUE,2
543,2006,184,7,Ben Wissel,Purdue,3,-4,Sr,TRUE,2
544,2006,184,8,Eric Bradley,Penn State,8,0,Sr,TRUE,2
545,2006,197,1,Jake Rosholt,Oklahoma State,4,3,Sr,TRUE,4
546,2006,197,2,Phil Davis,Penn State,6,4,So,TRUE,4
547,2006,197,3,B.J. Padden,Nebraska,3,0,Sr,TRUE,2
548,2006,197,4,Jerry Rinaldi,Cornell,7,3,Jr,TRUE,2
549,2006,197,5,Joel Flaggert,Oklahoma,5,0,Jr,TRUE,2
550,2006,197,6,Chris Weidman,Hofstra,US,7,Jr,TRUE,2
551,2006,197,7,Ryan Bader,Arizona State,8,1,Sr,TRUE,2
552,2006,197,8,Wynn Michalak,Central Michigan,1,-7,So,TRUE,3
553,2006,285,1,Cole Konrad,Minnesota,1,0,Jr,TRUE,4
554,2006,285,2,Steve Mocco,Oklahoma State,2,0,Sr,TRUE,4
555,2006,285,3,Greg Wagner,Michigan,3,0,Sr,TRUE,3
556,2006,285,4,Cain Velasquez,Arizona State,4,0,Sr,TRUE,2
557,2006,285,5,Mike Faust,Virginia Tech,8,3,Sr,TRUE,1
558,2006,285,6,Bode Ogunwole,Harvard,5,-1,Jr,TRUE,1
559,2006,285,7,Jake Hager,Oklahoma,7,0,Sr,TRUE,1
560,2006,285,8,Kirk Nail,Ohio State,US,5,Sr,TRUE,1
561,2007,125,1,Paul Donahoe,Nebraska,6,5,So,TRUE,3
562,2007,125,2,Sam Hazewinkel,Oklahoma,1,-1,Sr,TRUE,4
563,2007,125,3,Troy Nickerson,Cornell,2,-1,So,TRUE,4
564,2007,125,4,Angel Escobedo,Indiana,7,3,Fr,TRUE,4
565,2007,125,5,Jayson Ness,Minnesota,4,-1,Fr,TRUE,4
566,2007,125,6,Ode Blanc,Lock Haven,9,3,Jr,TRUE,1
567,2007,125,7,Tanner Gardner,Stanford,3,-4,Jr,TRUE,3
568,2007,125,8,Charlie Falck,Iowa,5,-3,So,TRUE,2
569,2007,133,1,Matt Valenti,Pennsylvania,2,1,Sr,TRUE,3
570,2007,133,2,Coleman Scott,Oklahoma State,4,2,Jr,TRUE,4
571,2007,133,3,Nick Simmons,Michigan State,1,-2,Sr,TRUE,4
572,2007,133,4,Matt Keller,Tennessee-Chattanooga,5,1,Sr,TRUE,2
573,2007,133,5,Darrel Vasquez,Cal Poly,6,1,Sr,TRUE,2
574,2007,133,6,Tyler McCormick,Missouri,8,2,Jr,TRUE,2
575,2007,133,7,Jake Strayer,Penn State,US,6,So,TRUE,1
576,2007,133,8,Andrae Hernandez,Indiana,US,5,So,TRUE,1
577,2007,141,1,Derek Moore,California-Davis,2,1,Sr,TRUE,1
578,2007,141,2,Ryan Lang,Northwestern,1,-1,Jr,TRUE,2
579,2007,141,3,Charles Griffin,Hofstra,11,8,Jr,TRUE,2
580,2007,141,4,Nathan Morgan,Oklahoma State,3,-1,Jr,TRUE,3
581,2007,141,5,Don Fisch,Rider,US,8,Jr,TRUE,1
582,2007,141,6,Brandon Rader,West Virginia,7,1,Jr,TRUE,2
583,2007,141,7,J Jaggers,Ohio State,US,6,So,TRUE,3
584,2007,141,8,Max Meltzer,Harvard,US,5,Sr,TRUE,1
585,2007,149,1,Gregor Gillespie,Edinboro,5,4,So,TRUE,4
586,2007,149,2,Josh Churella,Michigan,3,1,Jr,TRUE,3
587,2007,149,3,Dustin Schlatter,Minnesota,1,-2,So,TRUE,3
588,2007,149,4,Lance Palmer,Ohio State,10,6,Fr,TRUE,4
589,2007,149,5,J.P. O'Connor,Harvard,6,1,Fr,TRUE,3
590,2007,149,6,Tyler Turner,Wisconsin,US,7,Sr,TRUE,1
591,2007,149,7,Matt Coughlin,Indiana,US,6,Fr,TRUE,1
592,2007,149,8,Jordan Leen,Cornell,4,-4,So,TRUE,3
593,2007,157,1,Trent Paulson,Iowa State,1,0,Sr,TRUE,3
594,2007,157,2,Craig Henning,Wisconsin,7,5,Sr,TRUE,2
595,2007,157,3,Michael Poeta,Illinois,5,2,So,TRUE,3
596,2007,157,4,James Strouse,Hofstra,3,-1,Jr,TRUE,1
597,2007,157,5,Matt Kocher,Pittsburgh,11,6,Jr,TRUE,1
598,2007,157,6,C.P. Schlatter,Minnesota,4,-2,Jr,TRUE,1
599,2007,157,7,Josh Zupancic,Stanford,US,6,Jr,TRUE,2
600,2007,157,8,Ryan Hluschak,Drexel,US,5,Jr,TRUE,1
601,2007,165,1,Mark Perry,Iowa,2,1,Jr,TRUE,4
602,2007,165,2,Johny Hendricks,Oklahoma State,1,-1,Sr,TRUE,4
603,2007,165,3,Matt Pell,Missouri,9,6,Sr,TRUE,2
604,2007,165,4,Eric Tannenbaum,Michigan,3,-1,Jr,TRUE,4
605,2007,165,5,Travis Paulson,Iowa State,4,-1,Sr,TRUE,3
606,2007,165,6,Mike Patrovich,Hofstra,6,0,Sr,TRUE,2
607,2007,165,7,Deonte Penn,Edinboro,7,0,Sr,TRUE,2
608,2007,165,8,Mike Miller,Central Michigan,US,5,So,TRUE,2
609,2007,174,1,Ben Askren,Missouri,1,0,Sr,TRUE,4
610,2007,174,2,Keith Gavin,Pittsburgh,2,0,Jr,TRUE,2
611,2007,174,3,Eric Luedke,Iowa,5,2,Sr,TRUE,2
612,2007,174,4,Matt Stolpinski,Navy,8,4,Jr,TRUE,2
613,2007,174,5,Brandon Mason,Oklahoma State,US,8,So,TRUE,1
614,2007,174,6,Steve Luke,Michigan,3,-3,So,TRUE,3
615,2007,174,7,Brandon Sinnott,Central Michigan,7,0,Jr,TRUE,2
616,2007,174,8,Matt Palmer,Columbia,9,1,Jr,TRUE,2
617,2007,184,1,Jake Herbert,Northwestern,1,0,Jr,TRUE,4
618,2007,184,2,Jake Varner,Iowa State,6,4,Fr,TRUE,4
619,2007,184,3,Roger Kish,Minnesota,2,-1,Jr,TRUE,2
620,2007,184,4,Alex Clemsen,Edinboro,7,3,Sr,TRUE,1
621,2007,184,5,Tyler Todd,Michigan,4,-1,So,TRUE,2
622,2007,184,6,Mike Pucillo,Ohio State,3,-3,Fr,TRUE,3
623,2007,184,7,Louis Caputo,Harvard,10,3,So,TRUE,2
624,2007,184,8,Josh Arnone,Cornell,US,5,So,TRUE,1
625,2007,197,1,Josh Glenn,American,2,1,Jr,TRUE,3
626,2007,197,2,Kurt Backes,Iowa State,9,7,Sr,TRUE,2
627,2007,197,3,Chris Weidman,Hofstra,11,8,Sr,TRUE,2
628,2007,197,4,J.D. Bergman,Ohio State,6,2,Jr,TRUE,3
629,2007,197,5,Phil Davis,Penn State,4,-1,Jr,TRUE,4
630,2007,197,6,Jerry Rinaldi,Cornell,5,-1,Sr,TRUE,2
631,2007,197,7,Mike Tamillow,Northwestern,3,-4,Jr,TRUE,1
632,2007,197,8,Nick Roy,Michigan,US,5,Sr,TRUE,1
633,2007,285,1,Cole Konrad,Minnesota,1,0,Sr,TRUE,4
634,2007,285,2,Aaron Anspach,Penn State,2,0,Sr,TRUE,1
635,2007,285,3,Dustin Fox,Northwestern,4,1,Jr,TRUE,2
636,2007,285,4,Ty Watterson,Oregon State,5,1,Sr,TRUE,1
637,2007,285,5,Bubba Gritter,Central Michigan,3,-2,Jr,TRUE,2
638,2007,285,6,Wade Sauer,Cal State-Fullerton,12,6,So,TRUE,1
639,2007,285,7,Payam Zarrinpour,Sacred Heart,US,6,Sr,TRUE,1
640,2007,285,8,Mike Spaid,Bloomsburg,9,1,Sr,TRUE,1
641,2008,125,1,Angel Escobedo,Indiana,1,0,So,TRUE,4
642,2008,125,2,Jayson Ness,Minnesota,2,0,So,TRUE,4
643,2008,125,3,Paul Donahoe,Nebraska,3,0,Jr,TRUE,3
644,2008,125,4,Mark McKnight,Penn State,US,9,Sr,TRUE,1
645,2008,125,5,Tanner Gardner,Stanford,4,-1,Sr,TRUE,3
646,2008,125,6,Charlie Falck,Iowa,5,-1,Jr,TRUE,2
647,2008,125,7,Brandon Precin,Northwestern,8,1,So,TRUE,3
648,2008,125,8,James Nicholson,Old Dominion,10,2,Fr,TRUE,2
649,2008,133,1,Coleman Scott,Oklahoma State,3,2,Sr,TRUE,4
650,2008,133,2,Joey Slaton,Iowa,4,2,So,TRUE,1
651,2008,133,3,Frank Gomez,Michigan State,1,-2,So,TRUE,3
652,2008,133,4,James Kennedy,Illinois,2,-2,So,TRUE,3
653,2008,133,5,Mack Reiter,Minnesota,8,3,Sr,TRUE,3
654,2008,133,6,Mike Grey,Cornell,7,1,Fr,TRUE,2
655,2008,133,7,Nick Fanthorpe,Iowa State,5,-2,So,TRUE,1
656,2008,133,8,Joe Baker,Navy,11,3,Jr,TRUE,2
657,2008,141,1,J Jaggers,Ohio State,6,5,Jr,TRUE,3
658,2008,141,2,Chad Mendes,Cal Poly,1,-1,Sr,TRUE,2
659,2008,141,3,Charles Griffin,Hofstra,2,-1,Sr,TRUE,2
660,2008,141,4,Nathan Morgan,Oklahoma State,4,0,Sr,TRUE,3
661,2008,141,5,Nick Gallick,Iowa State,9,4,So,TRUE,2
662,2008,141,6,Matt Kyler,Army,US,7,So,TRUE,1
663,2008,141,7,Manny Rivera,Minnesota,5,-2,Sr,TRUE,1
664,2008,141,8,Cody Cleveland,Tennessee-Chattanooga,10,2,So,TRUE,1
665,2008,149,1,Brent Metcalf,Iowa,1,0,So,TRUE,3
666,2008,149,2,Bubba Jenkins,Penn State,6,4,So,TRUE,2
667,2008,149,3,Jordan Burroughs,Nebraska,4,1,So,TRUE,3
668,2008,149,4,Josh Churella,Michigan,5,1,Sr,TRUE,3
669,2008,149,5,Darrion Caldwell,North Carolina State,7,2,So,TRUE,2
670,2008,149,6,J.P. O'Connor,Harvard,3,-3,So,TRUE,3
671,2008,149,7,Dustin Schlatter,Minnesota,2,-5,Jr,TRUE,3
672,2008,149,8,Lance Palmer,Ohio State,9,1,So,TRUE,4
673,2008,157,1,Jordan Leen,Cornell,8,7,Jr,TRUE,3
674,2008,157,2,Michael Poeta,Illinois,2,0,Jr,TRUE,3
675,2008,157,3,Dan Vallimont,Penn State,3,0,So,TRUE,2
676,2008,157,4,Brandon Becker,Indiana,4,0,Sr,TRUE,3
677,2008,157,5,Gregor Gillespie,Edinboro,1,-4,Jr,TRUE,4
678,2008,157,6,Josh Zupancic,Stanford,12,6,Sr,TRUE,2
679,2008,157,7,Cyler Sanderson,Iowa State,7,0,So,TRUE,2
680,2008,157,8,Matt Moley,Bloomsburg,US,5,So,TRUE,2
681,2008,165,1,Mark Perry,Iowa,2,1,Sr,TRUE,4
682,2008,165,2,Eric Tannenbaum,Michigan,1,-1,Sr,TRUE,4
683,2008,165,3,Nick Marable,Missouri,3,0,So,TRUE,2
684,2008,165,4,Mack Lewnes,Cornell,4,0,Fr,TRUE,3
685,2008,165,5,Moza Fay,Northern Iowa,8,3,Jr,TRUE,2
686,2008,165,6,Michael Cannon,American,10,4,So,TRUE,3
687,2008,165,7,Jonathan Reader,Iowa State,6,-1,Fr,TRUE,3
688,2008,165,8,Stephen Dwyer,Nebraska,5,-3,So,TRUE,2
689,2008,174,1,Keith Gavin,Pittsburgh,1,0,Sr,TRUE,2
690,2008,174,2,Steve Luke,Michigan,2,0,Jr,TRUE,3
691,2008,174,3,Jay Borschel,Iowa,4,1,So,TRUE,2
692,2008,174,4,Brandon Browne,Nebraska,3,-1,Jr,TRUE,1
693,2008,174,5,Brandon Sinnott,Central Michigan,5,0,Sr,TRUE,2
694,2008,174,6,Steve Anceravage,Cornell,11,5,Jr,TRUE,2
695,2008,174,7,Matt Stolpinski,Navy,7,0,Sr,TRUE,2
696,2008,174,8,Alton Lucas,Hofstra,6,-2,Jr,TRUE,1
697,2008,184,1,Mike Pucillo,Ohio State,2,1,So,TRUE,3
698,2008,184,2,Jake Varner,Iowa State,1,-1,So,TRUE,4
699,2008,184,3,Tyler Todd,Michigan,3,0,Jr,TRUE,2
700,2008,184,4,Christian Sinnott,Central Michigan,4,0,Sr,TRUE,1
701,2008,184,5,Raymond Jordan,Missouri,6,1,Jr,TRUE,2
702,2008,184,6,Phillip Keddy,Iowa,7,1,So,TRUE,3
703,2008,184,7,Jack Jensen,Oklahoma State,12,5,Sr,TRUE,1
704,2008,184,8,Kirk Smith,Boise State,10,2,So,TRUE,2
705,2008,197,1,Phil Davis,Penn State,2,1,Sr,TRUE,4
706,2008,197,2,Wynn Michalak,Central Michigan,4,2,Sr,TRUE,3
707,2008,197,3,Hudson Taylor,Maryland,7,4,So,TRUE,3
708,2008,197,4,Craig Brester,Nebraska,8,4,So,TRUE,3
709,2008,197,5,Josh Glenn,American,1,-4,Sr,TRUE,3
710,2008,197,6,Dallas Herbst,Wisconsin,6,0,Jr,TRUE,1
711,2008,197,7,Max Askren,Missouri,5,-2,So,TRUE,3
712,2008,197,8,David Bertolino,Iowa State,US,5,Sr,TRUE,1
713,2008,285,1,Dustin Fox,Northwestern,1,0,Sr,TRUE,2
714,2008,285,2,J.D. Bergman,Ohio State,2,0,Sr,TRUE,3
715,2008,285,3,Ed Prendergast,Navy,3,0,Sr,TRUE,1
716,2008,285,4,Jared Rosholt,Oklahoma State,5,1,So,TRUE,3
717,2008,285,5,Matt Fields,Iowa,4,-1,Sr,TRUE,1
718,2008,285,6,David Zabriskie,Iowa State,7,1,So,TRUE,3
719,2008,285,7,Bubba Gritter,Central Michigan,8,1,Sr,TRUE,2
720,2008,285,8,Kyle Massey,Wisconsin,6,-2,Jr,TRUE,1
721,2009,125,1,Troy Nickerson,Cornell,2,1,Jr,TRUE,4
722,2009,125,2,Paul Donahoe,Edinboro,1,-1,Sr,TRUE,3
723,2009,125,3,Brandon Precin,Northwestern,4,1,Jr,TRUE,3
724,2009,125,4,Anthony Robles,Arizona State,12,8,So,TRUE,3
